Segment,Segment Name,Time Period,date_end,Date End,FY,Date Month,Avg Paid Invoice Amt,Avg SR Amt,Avg. Intuit Paid Inv Amt,Avg. Intut Paid SR Amt,Eco Invoice Actives 31D,Intuit Paid Inv per Active,Intuit Paid SR per Active,cc_actives_31d,active_cohorted_churn,passive_cohorted_churn,hvc_cohorted_churn,non_hvc_cohorted_churn,active_cohorted_churn_py,passive_cohorted_churn_py,hvc_cohorted_churn_py,non_hvc_cohorted_churn_py,qbo_active_cohorted_churn,qbo_active_cohorted_churn_py,pymt_active_cohorted_churn,pymt_active_cohorted_churn_py,Eco TPV 31d Absolute,CC TPV 31d Absolute,ACH TPV 31d Absolute,Eco Actives 31d Absolute,Eco Txns 31d Absolute,CC Txns 31d Absolute,ACH Txns 31d Absolute,Eco Invoice Amount 31d Absolute,Eco Sales Receipt Amount 31d Absolute,Eco Recurring Invoice Amount 31d Absolute,Eco CP Recurring Invoice Amount 31d Absolute,Eco Non-Recurring Invoice Amount 31d Absolute,Eco CP Amount 31d Absolute,Eco Non-CP Amount 31d Absolute,Eco Invoice Txns 31d Absolute,Eco Sales Receipt Txns 31d Absolute,Eco Recurring Invoice Txns 31d Absolute,Eco CP Recurring Invoice Txns 31d Absolute,Eco Non-Recurring Invoice Txns 31d Absolute,Eco CP Txns 31d Absolute,Eco Non-CP Txns 31d Absolute,31d Active Repeat Absolute,31d Active Lapse Absolute,31d Active Resurrect Absolute,31d Active GNA Absolute,31d Repeat CV Absolute,31d Lapse CV Absolute,31d Resurrect CV Absolute,31d GNA CV Absolute,31d Repeat Txn Absolute,31d Lapse Txn Absolute,31d Resurrect Txn Absolute,31d GNA Txn Absolute
Unclassified,Digital Platform Distribution,Week,2023-12-16,2023-12-16,FY24,12,1080.965775,335.427442,556.4238035,385.1489549,22353,15.333052,39.72172703,31419,1,1,1,1,1,1,1,1,1,1,1,1,891997200.4,544862407.9,246502102.7,33986,2086948,1104386,236005,113389466.9,731380905.7,19315830.3,16881854.59,157339371.8,223395233.3,686130695,226494,1360181,60534,40006,244671,229159,1559960,26695,0,2539,974,592026906,107,12434453,8205300,1371559,99,13774,6919
100% Mobile TPV,Digital Platform Distribution,Week,2023-12-16,2023-12-16,FY24,12,1260.325327,321.436065,855.8649079,null,61830,7.398480233,0,38562,1,1,1,1,1,1,1,1,1,1,1,1,386809873.9,238034579.2,111548249.7,41224,422268,249017,44447,241579611.5,0,5242,5536,380947220.6,303312496.3,33209902.41,304991,0,7,4,422836,313315,42134,30358,0,6885,1678,237029376,0,24334386,7103186,287916,0,10918,3641
100% Web TPV,Digital Platform Distribution,Week,2023-12-16,2023-12-16,FY24,12,1991.920726,289.067227,1452.121652,null,491458,12.41450616,0,292496,1,1,1,1,1,1,1,1,1,1,1,1,8401586993,3221013031,3548717414,319032,5440598,2617750,994739,5087374698,0,320704451.4,261392727.9,7500836896,6125278315,1152606280,3922603,0,479775,283667,4844183,3434924,1076449,246191,0,45799,11919,5293357354,0,255676802,94598789,3772343,0,81690,34769
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2023-12-16,2023-12-16,FY24,12,986.5142022,245.836664,751.4659167,204.0679086,10407,19.48082427,0.59163784,6662,1,1,1,1,1,1,1,1,1,1,1,1,150699945.7,92465836.82,42004449.6,7207,204162,112793,18774,94184597.17,1309950.11,511281.68,498050.08,143303970.3,111764738.1,23601833.06,136102,4126,2912,1968,186802,124278,37552,5884,0,355,175,99502965,0,2519890,1251600,138911,0,1376,1017
Cross-Platform Blended,Digital Platform Distribution,Week,2023-12-16,2023-12-16,FY24,12,1333.597776,347.434965,915.2381702,186.9781272,15464,14.81514665,0.3172082031,9560,1,1,1,1,1,1,1,1,1,1,1,1,219392151.9,116407346.9,68195120.14,10338,236291,124214,26394,129123781.4,989234.41,2984173.1,2791780.33,201038469,169843246.7,23548962.59,162649,3280,14108,9397,205016,152872,35080,8636,0,646,219,144121214,0,4032921,1529914,157995,0,2166,1204
Other Mixed,Managed Pay Subscribers,Week,2023-12-23,2023-12-23,FY24,12,1751.903773,344.988928,1245.294614,380.0448287,633481,13.33392803,3.359462306,407523,1,1,1,1,1,1,1,1,1,1,1,1,11356705334,4931657555,4530455041,433903,10107933,5003780,1546477,6333000515,795532932.1,410029258.1,340912262.9,9555272810,7996226761,2320848615,5787864,1516218,758221,467743,7131346,5240309,3309362,328225,0,57069,15092,7436389186,112,318997957,122105966,7051756,90,114953,55199
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2023-12-30,2023-12-30,FY24,12,1772.466299,296.799215,1320.631804,null,577559,11.93349523,0,357493,1,1,1,1,1,1,1,1,1,1,1,1,9464682545,3955746469,3956835030,382581,6921189,3119707,1130264,5700678012,0,329581208.5,294822375.6,8522888973,6993569436,1291909996,4809271,0,566113,326137,5844448,4345632,1271513,286406,0,57581,13828,5998405735,0,331103817,105075906,4480246,0,103749,40046
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2023-12-30,2023-12-30,FY24,12,967.0027622,220.851835,696.654343,278.5259077,25405,47.73653436,9.388184783,15566,1,1,1,1,1,1,1,1,1,1,1,1,886773810.3,501458387.2,299648991.2,17114,1372482,718888,163481,523460955.5,62773143.92,62713242,47689742.36,766727196.8,526237860.3,316498683.6,801890,163959,163327,101812,902970,565823,559301,14648,0,304,459,633631845,0,2923774,5948572,928759,0,1660,5999
Other Mixed,Billing & Receipt Channel Mix,Week,2023-12-30,2023-12-30,FY24,12,1063.329247,476.350308,552.6729899,331.0892617,20584,14.5443473,59.49855488,13937,1,1,1,1,1,1,1,1,1,1,1,1,560720776.4,333224776,156881273.1,14770,1409141,750492,183262,107792835.4,401773839.6,19060479.61,16610258.36,142688360.3,136992360.8,445517410.8,217173,883230,57130,37489,232331,172809,1035854,12677,0,368,253,377858962,117,2644285,4592663,988119,90,3994,3219
100% SR TPV,Billing & Receipt Channel Mix,Week,2023-12-30,2023-12-30,FY24,12,23634.68989,394.175825,null,512.8877678,0,null,24.66013453,17157,1,1,1,1,1,1,1,1,1,1,1,1,305395450.3,177274494.4,84164581.15,17944,543152,298864,60364,0,315786463.9,0,0,0,81156298.44,231476092.9,0,426972,0,0,0,44220,429012,13644,0,2172,673,193386659,0,9731728,5336514,368603,0,6786,6893
Other Mixed,Managed Pay & Batch Processing,Week,2023-12-30,2023-12-30,FY24,12,1605.165223,418.668238,1227.921535,382.7966601,650977,13.89564117,3.407013616,418894,1,1,1,1,1,1,1,1,1,1,1,1,10901513361,4817091564,4343440827,431877,10265519,4932140,1532301,6299878670,796219865.5,420991729.1,349785257.7,9702333569,7517230771,2302721294,5884106,1432866,767549,484786,7030074,5117310,3256926,334078,0,59029,14903,7145702740,112,330533554,122969080,6821985,94,118107,54905
Batch Auto-Entry,Managed Pay & Batch Processing,Week,2023-12-30,2023-12-30,FY24,12,2384,524.698203,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Mixed,Managed Pay Subscribers,Week,2023-12-30,2023-12-30,FY24,12,1630.035775,429.14928,1261.579994,375.3341216,616399,13.77669982,3.368028784,419714,1,1,1,1,1,1,1,1,1,1,1,1,11475465306,4914396569,4355135727,428993,10237162,5007944,1540653,6182444651,783565005.1,416284579.9,346484080.8,9608063481,7767064566,2300139416,5927699,1441881,794505,464310,6895793,5121308,3287457,339676,0,58989,15266,7101446460,117,348341723,125453387,6693795,90,116807,54372
Unclassified,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,2510.436304,375.590686,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,1422.345081,300.486593,1266.651578,468.2925209,63626,18.58459237,3.531603344,39712,1,1,1,1,1,1,1,1,1,1,1,1,1555900673,700917377.2,547791294.1,43576,1258524,537205,282865,883402338.8,101868514.7,72712306.56,59907622.36,1252162039,1078584384,302072359.6,765495,157543,119659,73200,936507,684903,369295,35638,0,1904,561,1016581729,0,18465454,8581863,899608,0,7183,4055
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,2228.725314,378.832558,2066.269297,611.7050085,54705,19.16266673,4.325579209,34888,1,1,1,1,1,1,1,1,1,1,1,1,2291946131,233189776.8,1495706063,39202,1207872,187542,537142,1326026046,137580668.5,85591706.6,72758413.88,2044903935,1699818346,343992934.6,729546,169472,121703,68937,873288,675252,363509,33353,0,1624,387,1537977713,0,25025508,10414761,836980,0,6131,2902
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,674.8260804,264.430136,662.5201034,295.9780574,87126,36.2982298,6.693217333,56863,1,1,1,1,1,1,1,1,1,1,1,1,2176041130,1839182256,196717314.4,58871,3667865,2183899,209103,1238824938,176677269.9,108702992.4,87392811.55,1817346598,1323810268,640530085.3,2168699,418953,368208,236873,2550563,1900050,1065837,52332,0,1385,585,1496716444,0,14951979,8807266,2522636,0,11039,11322
CC 100%,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,1081.560171,243.398403,922.929587,298.818866,275392,6.916906788,2.986631157,186440,1,1,1,1,1,1,1,1,1,1,1,1,2005831962,1828206871,0,205331,2609055,1807432,0,1055234644,241296953.7,32643201.9,23597009.14,1658622329,1169311968,710747231.7,1277812,599824,69307,39833,1704374,1050360,1172297,137209,0,36312,9960,1173725107,96,129651319,54168201,1711901,81,61940,33903
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2024-01-06,2024-01-06,FY24,1,3474.034105,412.074365,3095.663548,909.1997092,128889,5.969884509,0.7828117106,85454,1,1,1,1,1,1,1,1,1,1,1,1,2624769198,0,1909327998,94640,846168,0,469402,1504891324,93783001.39,115502657.8,106766415.2,2240702714,2048091237,196356203.8,522362,72987,96239,61506,631353,533110,150033,66426,0,15758,3287,1568726938,10,143082376,39888458,567934,7,25639,7167
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,848.1504557,214.054532,793.6205583,280.5775997,45013,37.24878866,4.805532125,27232,1,1,1,1,1,1,1,1,1,1,1,1,1300186913,659896231.9,439884803,28816,1693435,902363,221337,758427362.5,55606321.1,72012639.16,57888770.88,1087883954,846657722.4,339909063.6,1044429,138398,217923,134556,1225668,849304,570320,25152,0,788,580,867900553,0,8514832,6906815,1207518,0,3900,6376
Unclassified,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,978.1906295,335.456161,556.0049207,386.6905247,20905,15.0565686,39.21556469,29677,1,1,1,1,1,1,1,1,1,1,1,1,836582143.5,508441992.2,242148072.9,32351,1927283,989549,244773,104820690.9,707562519,20138011.33,17070605.91,148426550.9,207039724.4,668600045.1,212420,1242429,63151,41398,231611,218741,1433314,26303,0,2478,913,563293840,107,10997337,8029786,1288644,84,7691,11565
100% Mobile TPV,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,1070.025508,326.100936,891.1189115,null,61202,6.745212067,0,37493,1,1,1,1,1,1,1,1,1,1,1,1,356246445.8,205084453.8,98986047.4,40245,375158,209071,39155,209606292.3,0,0,0,333519720.8,274366545.1,28855752.94,266913,0,0,0,365454,282033,38665,29942,0,6853,1588,218721325,0,21903526,7192870,247199,0,10955,3474
100% Web TPV,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,1558.456236,301.727799,1418.010324,null,464975,11.61936319,0,286408,1,1,1,1,1,1,1,1,1,1,1,1,7657576738,3094425285,3326461913,318340,5127323,2360235,950570,4569117557,0,327908506.4,274106601.3,6951727659,5737917236,1067653568,3629763,0,481657,303098,4411781,3293518,999140,232656,0,47106,11796,4934152772,0,276994564,93275979,3394848,0,87609,35431
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,883.870473,281.423397,777.5712416,231.9117165,9912,17.62211839,0.5249133949,6393,1,1,1,1,1,1,1,1,1,1,1,1,140237252.1,79736436.55,36234827.46,6726,175341,100145,17103,80369808.4,1082527.98,542025.37,450958.84,125336530.3,97338745.68,20530398.87,123439,3388,2683,1861,160142,110327,34424,5764,0,353,154,87874577,0,2691118,1099118,117716,0,1276,841
Cross-Platform Blended,Digital Platform Distribution,Week,2024-01-06,2024-01-06,FY24,1,1020.082702,237.692416,916.9016653,205.9695854,14314,14.38243216,0.2995403911,9160,1,1,1,1,1,1,1,1,1,1,1,1,198075592.8,101264095.9,61766487.47,9796,209530,108524,24584,115231169.6,805417.66,2862637.27,2502906.02,180634754.2,145268646.5,20859877.64,140168,2649,13752,9235,178529,138570,30869,8100,0,617,184,128146970,0,4105525,1447951,138644,0,1942,1275
Growing (12-24 months),New Acquisition Cohort,Week,2024-01-27,2024-01-27,FY24,1,1665.026463,356.794841,1178.242898,418.1966433,114625,11.46326688,1.974423298,76039,1,1,1,1,1,1,1,1,1,1,1,1,1678822131,723053636.9,631506578.6,78754,1462831,743191,212815,976145047.5,94122813.33,57313264.41,48879608.52,1479664010,1167183513,289256450.8,867967,162917,104536,66155,1076980,811732,391617,62862,0,13237,0,1083224954,26,69786295,0,1011335,16,28561,0
Unclassified,New Acquisition Cohort,Week,2024-01-27,2024-01-27,FY24,1,2209.711441,435.560897,1559.134271,523.3834214,3464,11.06345895,2.663667416,2403,1,1,1,1,1,1,1,1,1,1,null,null,63354872.29,33845583.02,22891997.56,2466,47011,27352,4903,36195910.52,5284965.15,744973.1,651809.27,56172148.07,44912511.43,10953011.34,26431,6959,1706,882,33339,26074,12808,1931,0,0,0,40771472,2,0,0,30968,2,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-01-27,2024-01-27,FY24,1,1736.796797,329.48525,1255.117582,404.7825025,164211,7.775402875,1.423723528,107603,1,1,1,1,1,1,1,1,1,1,1,1,1662239419,803121205.4,586203486.2,112304,1452514,785450,179129,940996452.1,95545390.48,43590496.43,40577871.27,1441912268,1212159567,277068081.8,844591,166275,80697,52957,1073929,828034,378808,71308,0,16224,19313,928216013,31,79614680,149486207,890314,30,32180,85558
Established (24+ months),New Acquisition Cohort,Week,2024-01-27,2024-01-27,FY24,1,1587.467231,311.145272,1124.112675,373.1385864,342049,16.55048147,4.28385284,224969,1,1,1,1,1,1,1,1,1,1,1,1,6971940125,3037178183,2798224021,247732,6816143,3388906,1119047,3958616013,562160891.5,331364374.9,265994566.1,5820441542,4822861780,1632942254,3909742,1101929,639180,378168,4693361,3303428,2417662,190890,0,29764,0,4595773718,35,165753824,0,4678936,22,68178,0
All Segments,Aggregate,Week,2024-01-27,2024-01-27,FY24,1,1601.334963,347.9181,1164.402778,386.7380202,641218,12.97498659,3.153824499,419571,1,1,1,1,1,1,1,1,1,1,1,1,10708359717,4697932060,3971429008,443619,9947349,4753335,1522211,5837299155,743115123.8,422466695.5,366225435.2,9023224951,7108314011,2228871975,5658606,1441349,833073,498923,6690637,4948538,3139430,330515,0,59427,19104,6553148084,98,320595539,148855661,6619780,68,126675,86485
Growing (12-24 months),New Acquisition Cohort,Week,2024-02-10,2024-02-10,FY24,2,1612.057239,338.466048,1231.119197,422.4591423,118499,11.50361586,2.025829039,76006,1,1,1,1,1,1,1,1,1,1,1,1,1762810354,770307004.5,652892661,80407,1573897,794562,217528,1030419162,97197428.5,55414744.08,50786806.59,1491196268,1245548904,294414797.5,940994,168575,101431,64963,1128198,865340,415787,62932,0,14855,0,1115645511,9,79852546,0,1027876,7,31893,0
Unclassified,New Acquisition Cohort,Week,2024-02-10,2024-02-10,FY24,2,2234.61527,412.97365,1565.023456,516.3852492,3483,11.39882725,2.735677847,2424,1,1,1,1,1,1,1,1,1,1,null,null,69415469.82,34645082.29,24741790.28,2478,48431,27435,5084,37770649.93,5250206.74,685282.88,573130.79,60776754.94,49332120.91,11767569.92,26183,7001,1645,774,33792,26053,13389,1806,0,0,0,44076036,2,0,0,31599,2,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-02-10,2024-02-10,FY24,2,1673.747208,370.657313,1206.627921,400.1284153,166412,8.047670651,1.56357088,107270,1,1,1,1,1,1,1,1,1,1,1,1,1725865263,896021959.8,586955276.2,114471,1519541,814016,188995,1023857415,101204899.5,43672033.82,40531428.42,1495277737,1289768664,295703051.2,935423,182962,83306,54838,1156106,837677,398803,70219,0,18656,20203,1001401171,29,95958992,151097501,932065,22,37181,83030
Established (24+ months),New Acquisition Cohort,Week,2024-02-10,2024-02-10,FY24,2,1522.395728,314.156007,1136.730464,365.5335447,365407,17.45321868,4.311356738,237288,1,1,1,1,1,1,1,1,1,1,1,1,7409023994,3311936270,3024592242,243516,7397170,3472674,1168012,4088119593,590781337.5,317039297.7,274877589.9,6069838866,5093077749,1687397728,4129075,1127963,630548,371184,4936628,3577833,2449414,191577,0,33515,0,4950115081,27,206079421,0,4984537,18,78589,0
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,4268.689244,499.447565,3045.060979,973.8424531,134675,6.018236684,0.7206257603,84842,1,1,1,1,1,1,1,1,1,1,1,1,2683510204,0,1979297283,91991,872500,0,502298,1619196064,96335360.33,121235630.3,117609845.1,2388390110,2082198005,197253029.2,572172,70004,94682,64243,658620,586950,151921,65729,0,19120,4229,1654627292,12,184956291,45096892,570082,9,32721,9306
CC between 70% to <100%,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,824.2528838,259.450365,625.3626425,287.4188508,102155,37.95490061,7.27623381,62785,1,1,1,1,1,1,1,1,1,1,1,1,2651786984,2108497461,228302582.8,65463,4216657,2572866,243613,1464132777,202787411,116276905.5,90323356.47,2207546382,1661145099,761465926.1,2534707,495411,404352,256368,2969651,2225096,1365096,57651,0,2234,955,1728876983,0,21649175,17000004,2950417,0,18314,14873
ACH between 70% to <100%,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,2740.576615,401.808387,2052.998069,610.5326774,61307,20.34283078,4.167243034,38438,1,1,1,1,1,1,1,1,1,1,1,1,2660262937,284614013.9,1775534905,40550,1468640,218355,637919,1566274654,153831594.1,101554059.5,82091636.67,2343033554,1972019415,388868971.3,859718,177294,133119,75705,1006615,805082,415098,35942,0,2513,648,1838251480,0,38007436,15269909,1012173,0,9905,4599
Bank & Card Blended,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,1645.078172,366.662602,1208.906452,467.9791904,71254,19.13026392,3.794234026,45645,1,1,1,1,1,1,1,1,1,1,1,1,1726279370,858771044.4,665197970.1,47766,1527286,655202,340695,1018087836,121696774.1,83837436.76,72707313.49,1451888880,1196942332,352586410.3,949943,178832,143438,82949,1124765,825438,444997,38481,0,3085,918,1187773062,0,25381520,14917747,1032379,0,11038,6704
CC 100%,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,1172.419335,240.188865,866.3501253,301.5832278,304905,7.382413674,3.008282217,198824,1,1,1,1,1,1,1,1,1,1,1,1,2249148541,2086970766,0,206146,3083136,2008268,0,1211659722,283346848.1,33591081.5,25075632.03,1867933962,1236985480,789144741.4,1537827,681328,78310,42882,1981257,1201141,1260228,141698,0,47864,15089,1319789068,75,159461371,75395598,1945863,53,93316,48198
Unclassified,Bank Transfer & Card Distribution,Month,2024-02-29,2024-02-29,FY24,2,2596.989801,399.326985,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,2458.362669,408.5246,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,1481.366158,331.242961,1230.287185,469.7741849,68451,19.70884826,4.17649143,45042,1,1,1,1,1,1,1,1,1,1,1,1,1748464164,833158493.7,649803364.3,46109,1667788,687139,349490,1004796954,142455466.6,88965538.84,75647749.37,1510223215,1229150901,365889104.8,948110,228837,153430,87987,1107225,834469,501198,38278,0,2728,912,1170220063,0,22854651,13644429,1120222,0,10302,6694
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,2574.761314,399.183343,1949.314764,579.0692279,59863,20.98990653,4.497444996,38165,1,1,1,1,1,1,1,1,1,1,1,1,2780230366,271102329.6,1787350013,40900,1561681,223700,684241,1491392839,174749583.5,105910737.7,88696015.99,2238825868,1947848043,428863272,889415,231171,151181,80613,1004103,803978,461817,34092,0,2221,630,1832904159,0,34388988,14161371,1067931,0,8371,4516
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,763.0118126,245.516693,635.4864646,297.1137251,100288,38.56641468,7.603008625,61130,1,1,1,1,1,1,1,1,1,1,1,1,2592382835,2103770311,239398404.9,67141,4454179,2675721,249078,1467247409,235093484.4,132889167.1,99188060.41,2132732833,1558274023,825370819.4,2644146,612405,456765,289671,3038958,2244256,1437225,57637,0,1946,896,1777469923,0,18964224,15629443,3088075,0,15521,15259
CC 100%,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,1180.614635,222.943161,862.2714077,306.2975573,297259,7.514918053,3.198227326,193737,1,1,1,1,1,1,1,1,1,1,1,1,2223771375,2012045988,0,206544,3043553,2131482,0,1189239365,288974385.9,35943364.84,26722433.18,1806613080,1282446527,817189515,1471659,716059,82341,45276,1963738,1223377,1332230,143322,0,43020,14974,1291269290,100,152383255,71858860,2009742,72,87269,48838
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2024-03-02,2024-03-02,FY24,3,3885.357145,541.728322,3081.126907,938.0214098,134400,6.139882365,0.7989130317,85439,1,1,1,1,1,1,1,1,1,1,1,1,2751710702,0,1982150850,92341,954342,0,523123,1560238165,107191683.4,128287067.4,125533241.1,2334137298,2091060145,226394863.4,568563,89918,104660,71976,672250,587600,172615,64691,0,17674,4139,1684349385,12,157329226,44762412,629236,8,30015,9324
Growing (12-24 months),New Acquisition Cohort,Week,2024-03-02,2024-03-02,FY24,3,1526.949242,313.566891,1218.436668,405.1684984,119381,11.75899892,2.255777378,76712,1,1,1,1,1,1,1,1,1,1,1,1,1872284574,859345694,709520797.8,83407,1693200,845819,235584,1061691270,111527525.6,64830973.78,58081661.48,1641941494,1340728796,339660304.1,1002340,200837,120283,76278,1224139,930280,470661,61635,0,15229,0,1187922323,18,83960715,0,1121014,10,33880,0
